tab 	rmag_anisotropy
anisotropy_n	anisotropy_s1	anisotropy_s2	anisotropy_s3	anisotropy_s4	anisotropy_s5	anisotropy_s6	anisotropy_sigma	anisotropy_tilt_correction	anisotropy_type	anisotropy_unit	er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes
192	0.3320870	0.3313343	0.3365787	0.0027838	0.0009949	-0.0085682	7.719E-5	-1	AMS	Normalized by trace		This study		nw002a1	nw002a1	nw002a1	nw002a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3333301	0.3261164	0.3405535	0.0057805	0.0001101	-0.0075557	7.928E-5	-1	AMS	Normalized by trace		This study		nw002a2	nw002a2	nw002a2	nw002a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3323433	0.3313110	0.3363457	0.0039201	-0.0023716	-0.0088480	9.744E-5	-1	AMS	Normalized by trace		This study		nw002a3	nw002a3	nw002a3	nw002a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3402006	0.3239543	0.3358451	-0.0000011	0.0033356	-0.0021307	6.959E-5	-1	AMS	Normalized by trace		This study		nw002a4	nw002a4	nw002a4	nw002a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3239204	0.3323766	0.3437030	-0.0090677	-0.0059116	-0.0013502	1.204E-4	-1	AMS	Normalized by trace		This study		nw003a1	nw003a1	nw003a1	nw003a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3247436	0.3301634	0.3450930	-0.0071104	-0.0044203	-0.0009752	1.069E-4	-1	AMS	Normalized by trace		This study		nw003a2	nw003a2	nw003a2	nw003a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3288044	0.3395655	0.3316301	0.0004366	0.0062642	-0.0036846	7.252E-5	-1	AMS	Normalized by trace		This study		nw003a3	nw003a3	nw003a3	nw003a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3287804	0.3395750	0.3316446	0.0003164	0.0062517	-0.0037730	7.124E-5	-1	AMS	Normalized by trace		This study		nw003a3	nw003a3	nw003a3	nw003a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3303527	0.3437155	0.3259318	0.0035213	0.0095219	-0.0046069	6.601E-5	-1	AMS	Normalized by trace		This study		nw003a4	nw003a4	nw003a4	nw003a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3278152	0.3403550	0.3318298	0.0005919	0.0082834	-0.0021881	9.104E-5	-1	AMS	Normalized by trace		This study		nw003a5	nw003a5	nw003a5	nw003a5:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3259609	0.3349232	0.3391159	-0.0014343	-0.0055409	-0.0117269	1.094E-4	-1	AMS	Normalized by trace		This study		nw004a1	nw004a1	nw004a1	nw004a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3256456	0.3355113	0.3388431	-0.0015972	-0.0059760	-0.0117456	1.343E-4	-1	AMS	Normalized by trace		This study		nw004a2	nw004a2	nw004a2	nw004a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3220712	0.3364622	0.3414666	-0.0005246	-0.0041576	-0.0100696	1.268E-4	-1	AMS	Normalized by trace		This study		nw004a3	nw004a3	nw004a3	nw004a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3205720	0.3414638	0.3379642	0.0031246	-0.0021533	-0.0107316	1.273E-4	-1	AMS	Normalized by trace		This study		nw004a4	nw004a4	nw004a4	nw004a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3125970	0.3414917	0.3459113	0.0041686	-0.0029120	-0.0095060	1.607E-4	-1	AMS	Normalized by trace		This study		nw004a5	nw004a5	nw004a5	nw004a5:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3421626	0.3225483	0.3352890	-0.0122377	0.0035026	0.0086037	9.970E-5	-1	AMS	Normalized by trace		This study		nw005a1	nw005a1	nw005a1	nw005a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3400797	0.3418888	0.3180315	-0.0039310	-0.0056957	0.0099244	1.175E-4	-1	AMS	Normalized by trace		This study		nw005a2	nw005a2	nw005a2	nw005a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3421373	0.3332153	0.3246475	0.0010492	-0.0101950	0.0039498	1.213E-4	-1	AMS	Normalized by trace		This study		nw005a3	nw005a3	nw005a3	nw005a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3453295	0.3446742	0.3099963	-0.0002015	-0.0058146	0.0097669	1.399E-4	-1	AMS	Normalized by trace		This study		nw005a4	nw005a4	nw005a4	nw005a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3321205	0.3261079	0.3417716	0.0012642	0.0080617	0.0010950	7.162E-5	-1	AMS	Normalized by trace		This study		nw006a1	nw006a1	nw006a1	nw006a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3339473	0.3212814	0.3447714	0.0026475	0.0099367	0.0037186	9.821E-5	-1	AMS	Normalized by trace		This study		nw006a2	nw006a2	nw006a2	nw006a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3355269	0.3170030	0.3474701	0.0051783	0.0051248	0.0024495	1.095E-4	-1	AMS	Normalized by trace		This study		nw006a3	nw006a3	nw006a3	nw006a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3369736	0.3113860	0.3516404	0.0074988	0.0040742	0.0005908	1.083E-4	-1	AMS	Normalized by trace		This study		nw006a4	nw006a4	nw006a4	nw006a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3190586	0.3356043	0.3453371	-0.0037478	-0.0046518	-0.0003049	1.312E-4	-1	AMS	Normalized by trace		This study		nw007a1	nw007a1	nw007a1	nw007a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3167813	0.3371695	0.3460492	-0.0035486	-0.0047962	-0.0021447	1.414E-4	-1	AMS	Normalized by trace		This study		nw007a2	nw007a2	nw007a2	nw007a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3214986	0.3365753	0.3419260	-0.0070676	0.0018625	0.0009919	1.290E-4	-1	AMS	Normalized by trace		This study		nw007a3	nw007a3	nw007a3	nw007a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3260727	0.3343082	0.3396190	-0.0084492	0.0070521	0.0032581	1.177E-4	-1	AMS	Normalized by trace		This study		nw007a4	nw007a4	nw007a4	nw007a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3263683	0.3330919	0.3405398	0.0008134	-0.0014899	0.0032006	1.099E-4	-1	AMS	Normalized by trace		This study		nw007a5	nw007a5	nw007a5	nw007a5:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3332055	0.3309458	0.3358487	-0.0018550	-0.0052874	0.0019601	1.239E-4	-1	AMS	Normalized by trace		This study		nw008a1	nw008a1	nw008a1	nw008a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3309030	0.3350034	0.3340936	-0.0009826	-0.0003218	0.0031314	1.632E-4	-1	AMS	Normalized by trace		This study		nw008a2	nw008a2	nw008a2	nw008a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3284391	0.3341434	0.3374175	-0.0011788	-0.0023473	0.0030486	1.579E-4	-1	AMS	Normalized by trace		This study		nw008a3	nw008a3	nw008a3	nw008a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3302318	0.3363582	0.3334101	-0.0011494	-0.0037232	0.0026357	1.647E-4	-1	AMS	Normalized by trace		This study		nw008a4	nw008a4	nw008a4	nw008a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3368770	0.3337962	0.3293268	0.0009259	-0.0010685	0.0027372	1.552E-4	-1	AMS	Normalized by trace		This study		nw009a1	nw009a1	nw009a1	nw009a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3372052	0.3323713	0.3304236	0.0018217	-0.0006282	0.0027899	1.765E-4	-1	AMS	Normalized by trace		This study		nw009a2	nw009a2	nw009a2	nw009a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3333888	0.3355853	0.3310259	0.0055711	-0.0009496	-0.0005577	1.336E-4	-1	AMS	Normalized by trace		This study		nw009a3	nw009a3	nw009a3	nw009a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3373644	0.3334433	0.3291923	0.0006771	0.0020084	0.0028346	1.440E-4	-1	AMS	Normalized by trace		This study		nw009a4	nw009a4	nw009a4	nw009a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3238449	0.3489324	0.3272227	-0.0069753	-0.0030508	-0.0093208	1.313E-4	-1	AMS	Normalized by trace		This study		nw010a1	nw010a1	nw010a1	nw010a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3238701	0.3472182	0.3289116	-0.0080748	-0.0028293	-0.0067061	1.195E-4	-1	AMS	Normalized by trace		This study		nw010a2	nw010a2	nw010a2	nw010a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3236442	0.3464363	0.3299194	-0.0066515	-0.0024106	-0.0055517	1.149E-4	-1	AMS	Normalized by trace		This study		nw010a3	nw010a3	nw010a3	nw010a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3231528	0.3327232	0.3441240	-0.0051967	0.0022950	0.0022093	9.852E-5	-1	AMS	Normalized by trace		This study		nw010a4	nw010a4	nw010a4	nw010a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3231625	0.3327103	0.3441272	-0.0051919	0.0023018	0.0022251	1.012E-4	-1	AMS	Normalized by trace		This study		nw010a4	nw010a4	nw010a4	nw010a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3529304	0.3230007	0.3240689	-0.0048160	0.0037792	0.0011905	1.275E-2	-1	AMS	Normalized by trace		This study		nw011a1	nw011a1	nw011a1	nw011a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3442186	0.3215143	0.3342671	-0.0029373	0.0023914	-0.0014012	1.418E-2	-1	AMS	Normalized by trace		This study		nw011a1	nw011a1	nw011a1	nw011a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3335693	0.3411829	0.3252478	0.0021308	0.0079521	0.0250761	6.624E-4	-1	AMS	Normalized by trace		This study		nw011a2	nw011a2	nw011a2	nw011a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3345761	0.3421423	0.3232816	-0.0006746	0.0099387	0.0199584	2.694E-4	-1	AMS	Normalized by trace		This study		nw011a3	nw011a3	nw011a3	nw011a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3133696	0.3472123	0.3394181	-0.0017928	0.0016312	0.0034599	6.010E-4	-1	AMS	Normalized by trace		This study		nw011a4	nw011a4	nw011a4	nw011a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3209460	0.3468875	0.3321666	0.0037411	-0.0001319	0.0018059	9.618E-5	-1	AMS	Normalized by trace		This study		nw012a1	nw012a1	nw012a1	nw012a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3354203	0.3269043	0.3376754	-0.0016176	0.0001380	-0.0028449	7.043E-5	-1	AMS	Normalized by trace		This study		nw012a2	nw012a2	nw012a2	nw012a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3291906	0.3327892	0.3380202	0.0032511	0.0022806	-0.0049950	6.789E-5	-1	AMS	Normalized by trace		This study		nw012a3	nw012a3	nw012a3	nw012a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3295026	0.3421584	0.3283390	0.0072601	0.0033446	-0.0023297	8.302E-5	-1	AMS	Normalized by trace		This study		nw012a4	nw012a4	nw012a4	nw012a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3448154	0.3362026	0.3189821	-0.0020874	0.0002182	0.0040094	1.088E-4	-1	AMS	Normalized by trace		This study		nw012a5	nw012a5	nw012a5	nw012a5:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3404957	0.3305629	0.3289414	-0.0003608	-0.0035146	-0.0053614	4.392E-4	-1	AMS	Normalized by trace		This study		nw013a1	nw013a1	nw013a1	nw013a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3362691	0.3280830	0.3356479	0.0098361	-0.0124335	0.0049557	2.455E-4	-1	AMS	Normalized by trace		This study		nw013a2	nw013a2	nw013a2	nw013a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3311304	0.3351581	0.3337115	-0.0027813	0.0008746	0.0067914	5.466E-4	-1	AMS	Normalized by trace		This study		nw013a3	nw013a3	nw013a3	nw013a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3302588	0.3379533	0.3317879	-0.0035283	-0.0032171	0.0080938	6.661E-4	-1	AMS	Normalized by trace		This study		nw013a4	nw013a4	nw013a4	nw013a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3315131	0.3286564	0.3398305	-0.0042247	-0.0089501	0.0061206	2.633E-4	-1	AMS	Normalized by trace		This study		nw013a5	nw013a5	nw013a5	nw013a5:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3316888	0.3342683	0.3340429	0.0035058	0.0028880	0.0073138	1.321E-4	-1	AMS	Normalized by trace		This study		nw014a1	nw014a1	nw014a1	nw014a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3295109	0.3348117	0.3356774	0.0007730	0.0014080	0.0064455	1.112E-4	-1	AMS	Normalized by trace		This study		nw014a2	nw014a2	nw014a2	nw014a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3289659	0.3353167	0.3357174	0.0019847	0.0037184	0.0053906	1.430E-4	-1	AMS	Normalized by trace		This study		nw014a3	nw014a3	nw014a3	nw014a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3324502	0.3358301	0.3317198	0.0020658	0.0055042	0.0050009	1.330E-4	-1	AMS	Normalized by trace		This study		nw014a4	nw014a4	nw014a4	nw014a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3321168	0.3341610	0.3337222	0.0012308	0.0033937	0.0052923	9.615E-5	-1	AMS	Normalized by trace		This study		nw014a5	nw014a5	nw014a5	nw014a5:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3230434	0.3386148	0.3383418	-0.0030264	0.0021147	0.0042335	2.555E-4	-1	AMS	Normalized by trace		This study		nw015a1	nw015a1	nw015a1	nw015a1:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3379409	0.3262647	0.3357944	0.0009850	-0.0035028	0.0002812	7.644E-4	-1	AMS	Normalized by trace		This study		nw015a2	nw015a2	nw015a2	nw015a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3380074	0.3260897	0.3359029	0.0013117	-0.0035677	0.0002163	7.549E-4	-1	AMS	Normalized by trace		This study		nw015a2	nw015a2	nw015a2	nw015a2:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3366156	0.3343035	0.3290809	0.0014741	-0.0021744	-0.0061736	5.521E-4	-1	AMS	Normalized by trace		This study		nw015a3	nw015a3	nw015a3	nw015a3:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
192	0.3359863	0.3283600	0.3356538	0.0094366	0.0001425	-0.0007938	1.563E-4	-1	AMS	Normalized by trace		This study		nw015a4	nw015a4	nw015a4	nw015a4:LP-AN-MS	SIO-KLY4S	LP-X:AE-H:LP-AN-MS
